,Name,Genre,Year_of_Release,Publisher,Global_Sales,Critic_Score,User_Score
2356,Buffy the Vampire Slayer: Chaos Bleeds,Action,2003,Vivendi Games,0.32999999999999996,75.0,90.0
2357,Tony Hawk's Pro Skater 5,Sports,2015,Activision,0.32999999999999996,39.0,21.0
2358,Frogger's Adventures: The Rescue,Platform,2003,Konami Digital Entertainment,0.32,59.0,85.0
2359,Syndicate,Shooter,2012,['EA Games' 'Electronic Arts'],0.32,75.0,71.0
2360,Sky Odyssey,Simulation,2000,Sony Computer Entertainment,0.32,79.0,84.0
2361,Tenchu: Shadow Assassins,Action,2008,Ubisoft,0.32,70.0,78.0
2362,Harvest Moon: Back to Nature,Simulation,1999,Ubisoft,0.32,82.0,93.0
2363,Hellboy: The Science of Evil,Action,2008,Konami Digital Entertainment,0.32,47.0,71.0
2364,NBA 09: The Inside,Sports,2008,Sony Computer Entertainment,0.32,79.0,74.0
2365,The Witcher: Enhanced Edition,Role-Playing,2008,Atari,0.32,86.0,85.0
2366,Lord of Arcana,Role-Playing,2010,Square Enix,0.32,53.0,55.0
2367,Hatsune Miku: Project Mirai DX,Misc,2015,Sega,0.32,80.0,85.0
2368,Dynasty Warriors 4 Empires,Action,2004,Tecmo Koei,0.32,71.0,88.0
2369,Folklore,Role-Playing,2007,Sony Computer Entertainment,0.32,75.0,82.0
2370,World of Warcraft: Legion,Role-Playing,2016,Activision,0.32,88.0,75.0
2371,Bleach: Shattered Blade,Fighting,2006,Sega,0.32,58.0,75.0
2372,Ultimate Fighting Championship: Throwdown,Fighting,2002,Ubisoft,0.32,68.0,80.0
2373,Kinetica,Racing,2001,Sony Computer Entertainment,0.32,77.0,83.0
2374,"Monsters, Inc.",Adventure,2002,Sony Computer Entertainment,0.32,52.0,72.0
2375,Elebits,Action,2006,Konami Digital Entertainment,0.32,75.0,74.0
2376,Test Drive: Eve of Destruction,Racing,2004,Atari,0.32,73.0,91.0
2377,Rango: The Video Game,Action,2011,Electronic Arts,0.32,68.0,80.0
2378,Beautiful Katamari,Puzzle,2007,Namco Bandai Games,0.32,73.0,70.0
2379,Persona 4: Dancing All Night,Misc,2015,Nippon Ichi Software,0.32,76.0,86.0
2380,NFL Fever 2004,Sports,2003,Microsoft Game Studios,0.32,74.0,88.0
2381,Karaoke Revolution Volume 3,Misc,2004,Konami Digital Entertainment,0.32,82.0,78.0
2382,The Black Eyed Peas Experience,Misc,2011,Ubisoft,0.32,66.0,58.0
2383,Dance Dance Revolution Universe,Simulation,2007,Konami Digital Entertainment,0.32,74.0,88.0
2384,Prey,Shooter,2006,Take-Two Interactive,0.32,79.0,73.0
2385,Shovel Knight,Platform,2015,Yacht Club Games,0.32,90.0,83.0
2386,Kingdom Under Fire: The Crusaders,Strategy,2004,Deep Silver,0.32,81.0,79.0
2387,College Hoops 2K8,Sports,2007,Take-Two Interactive,0.32,82.0,69.0
2388,BMX XXX,Sports,2002,Acclaim Entertainment,0.32,60.0,78.0
2389,Mystery Case Files: The Malgrave Incident,Adventure,2011,Nintendo,0.32,65.0,82.0
2390,Project: Snowblind,Action,2005,Eidos Interactive,0.32,79.0,83.0
2391,Romance of the Three Kingdoms VII,Strategy,2000,Tecmo Koei,0.32,72.0,87.0
2392,FIFA 2001 Major League Soccer,Sports,2000,Electronic Arts,0.32,85.0,78.0
2393,Fate/Extra,Role-Playing,2010,Marvelous Interactive,0.31,58.0,81.0
2394,Justice League Heroes,Role-Playing,2006,Eidos Interactive,0.31,72.0,78.0
2395,Divinity II: Ego Draconis,Role-Playing,2009,DTP Entertainment,0.31,72.0,77.0
2396,Star Wars Racer Revenge,Racing,2002,LucasArts,0.31,73.0,85.0
2397,Drakengard 3,Role-Playing,2013,Square Enix,0.31,61.0,77.0
2398,Mega Man Zero Collection,Platform,2010,Capcom,0.31,78.0,89.0
2399,NBA Inside Drive 2003,Sports,2002,Microsoft Game Studios,0.31,72.0,78.0
2400,Bruce Lee: Quest of the Dragon,Fighting,2002,Universal Interactive,0.31,32.0,24.0
2401,Disney's The Emperor's New Groove,Platform,2000,Sony Computer Entertainment,0.31,66.0,72.0
2402,Dead to Rights II,Shooter,2005,Electronic Arts,0.31,54.0,74.0
2403,The Settlers 7: Paths to a Kingdom,Strategy,2010,Ubisoft,0.31,79.0,52.0
2404,Zombie Army Trilogy,Shooter,2015,Rebellion Developments,0.31,62.0,72.0
2405,KISS Pinball,Action,2001,Take-Two Interactive,0.31,26.0,38.0
2406,Mega Man Battle Network 2,Action,2002,Ubisoft,0.31,81.0,90.0
2407,Midway Arcade Treasures 2,Misc,2004,Midway Games,0.31,74.0,74.0
2408,WipEout Pulse,Racing,2007,Sony Computer Entertainment,0.31,82.0,86.0
2409,Sonic Boom: Rise of Lyric,Action,2014,Sega,0.31,32.0,36.0
2410,NASCAR Thunder 2003,Racing,2002,Electronic Arts,0.31,85.0,66.0
2411,Fishing Master,Misc,2007,Konami Digital Entertainment,0.31,58.0,81.0
2412,Monster Lab,Role-Playing,2008,Eidos Interactive,0.31,73.0,84.0
2413,Etrian Odyssey III: The Drowned City,Role-Playing,2010,Atlus,0.31,77.0,80.0
2414,Mega Man Maverick Hunter X,Platform,2005,Capcom,0.31,79.0,83.0
2415,Phantasy Star Universe,Role-Playing,2006,Sega,0.31,68.0,85.0
2416,The Italian Job,Racing,2003,Eidos Interactive,0.31,55.0,63.0
2417,Bust-A-Move Universe,Puzzle,2011,Square Enix,0.31,49.0,48.0
2418,Pandora's Tower,Role-Playing,2011,Nintendo,0.31,73.0,80.0
2419,Pro Race Driver,Racing,2002,Codemasters,0.31,81.0,85.0
2420,Shin Megami Tensei: Devil Survivor 2,Role-Playing,2011,Ghostlight,0.31,79.0,88.0
2421,The Bard's Tale,Role-Playing,2004,Ubisoft,0.31,76.0,88.0
2422,NCAA Final Four 2002,Sports,2001,Sony Computer Entertainment,0.31,52.0,65.0
2423,Disney's Stitch: Experiment 626,Action,2002,Sony Computer Entertainment,0.31,59.0,78.0
2424,Orphen: Scion of Sorcery,Role-Playing,2000,Activision,0.31,54.0,58.0
2425,Jonah Lomu Rugby Challenge,Sports,2011,Home Entertainment Suppliers,0.31,73.0,60.0
2426,Heroes over Europe,Simulation,2009,Ubisoft,0.30000000000000004,62.0,81.0
2427,Eragon,Action,2006,Vivendi Games,0.30000000000000004,63.0,76.0
2428,Section 8,Shooter,2009,SouthPeak Games,0.30000000000000004,72.0,73.0
2429,Ridge Racer Unbounded,Racing,2012,Namco Bandai Games,0.30000000000000004,72.0,77.0
2430,Sniper Elite,Shooter,2005,Ubisoft,0.30000000000000004,77.0,89.0
2431,Predator: Concrete Jungle,Action,2005,Vivendi Games,0.30000000000000004,47.0,88.0
2432,Catwoman,Action,2004,Electronic Arts,0.30000000000000004,47.0,69.0
2433,Cloudy With a Chance of Meatballs,Platform,2009,Ubisoft,0.30000000000000004,68.0,65.0
2434,Resident Evil Archives: Resident Evil,Action,2008,Capcom,0.3,76.0,89.0
2435,Mace Griffin: Bounty Hunter,Shooter,2003,Electronic Arts,0.3,64.0,83.0
2436,Contra 4,Shooter,2007,Konami Digital Entertainment,0.3,83.0,84.0
2437,Army Men: Air Attack 2,Action,2000,3DO,0.3,74.0,53.0
2438,Sword Art Online: Hollow Fragment,Role-Playing,2014,Namco Bandai Games,0.3,67.0,76.0
2439,Rayman 2: Revolution,Platform,2000,Ubisoft,0.3,90.0,82.0
2440,Venetica,Role-Playing,2010,DTP Entertainment,0.3,61.0,73.0
2441,BlazBlue: Chrono Phantasma,Fighting,2013,Arc System Works,0.3,83.0,83.0
2442,Neopets: The Darkest Faerie,Adventure,2005,Sony Computer Entertainment,0.3,61.0,85.0
2443,One Piece Unlimited Cruise SP,Action,2011,Namco Bandai Games,0.3,46.0,73.0
2444,MLB SlugFest Loaded,Sports,2004,Midway Games,0.3,77.0,95.0
2445,Magna Carta 2,Role-Playing,2009,Banpresto,0.3,69.0,70.0
2446,Romance of the Three Kingdoms VIII,Strategy,2002,Tecmo Koei,0.3,77.0,89.0
2447,Crash 'N' Burn,Racing,2004,Eidos Interactive,0.3,65.0,80.0
2448,Final Fantasy XI: Wings of the Goddess,Role-Playing,2007,Square Enix,0.3,63.0,58.0
2449,AMF Bowling 2004,Sports,2003,Mud Duck Productions,0.3,48.0,44.0
2450,Mario Party: Star Rush,Misc,2016,Nintendo,0.3,68.0,68.0
2451,Batman: Arkham VR,Action,2016,Warner Bros. Interactive Entertainment,0.3,75.0,73.0
2452,Crazy Taxi: Catch a Ride,Racing,2003,THQ,0.3,48.0,59.0
2453,Spyro: Attack of the Rhynocs,Platform,2003,Universal Interactive,0.3,72.0,75.0
2454,Capcom Classics Collection Remixed,Misc,2006,Capcom,0.3,72.0,70.0
2455,Tom Clancy's Splinter Cell 3D,Action,2011,Ubisoft,0.3,53.0,55.0
2456,Dance Dance Revolution Universe 3,Simulation,2008,Konami Digital Entertainment,0.3,65.0,77.0
2457,24: The Game,Adventure,2006,Sony Computer Entertainment,0.3,62.0,82.0
2458,Showdown: Legends of Wrestling,Fighting,2004,Acclaim Entertainment,0.3,55.0,61.0
2459,Mega Man X: Command Mission,Role-Playing,2004,Capcom,0.3,69.0,73.0
2460,Little Deviants,Platform,2011,Sony Computer Entertainment,0.3,57.0,55.0
2461,Pride FC: Fighting Championships,Fighting,2003,THQ,0.3,73.0,86.0
2462,Bomberman,Puzzle,2006,['Konami Digital Entertainment' 'Ubisoft'],0.3,75.0,70.0
2463,Shrek: Forever After,Platform,2010,Activision,0.3,62.0,62.0
2464,Shrek Swamp Kart Speedway,Racing,2002,TDK Mediactive,0.3,27.0,89.0
2465,Eternal Ring,Role-Playing,2000,Ubisoft,0.3,62.0,53.0
2466,Chaos Legion,Action,2003,Capcom,0.3,65.0,82.0
2467,Midtown Madness 3,Racing,2003,Microsoft Game Studios,0.3,76.0,83.0
2468,1701 A.D.,Simulation,2006,Deep Silver,0.3,79.0,83.0
2469,Shadow of Destiny,Adventure,2001,Konami Digital Entertainment,0.3,78.0,82.0
2470,PowerUp Heroes,Fighting,2011,Ubisoft,0.3,61.0,75.0
2471,Dengeki Bunko Fighting Climax,Fighting,2014,Sega,0.29000000000000004,75.0,85.0
2472,Conflict: Global Terror,Shooter,2005,['Eidos Interactive' 'SCi'],0.29000000000000004,62.0,85.0
2473,Blazing Angels 2: Secret Missions of WWII,Simulation,2007,Ubisoft,0.29000000000000004,72.0,78.0
2474,Playboy: The Mansion,Simulation,2005,Ubisoft,0.29000000000000004,61.0,75.0
2475,Forgotten Realms: Demon Stone,Action,2004,Atari,0.29000000000000004,72.0,68.0
2476,Conception II: Children of the Seven Stars,Role-Playing,2013,Screenlife,0.29000000000000004,62.0,77.0
2477,GRID Autosport,Racing,2014,Codemasters,0.29000000000000004,78.0,68.0
2478,Links 2004,Sports,2003,Microsoft Game Studios,0.29,80.0,90.0
2479,World of Tanks,Shooter,2011,Wargaming.net,0.29,80.0,37.0
2480,Dead Rising: Chop Till You Drop,Action,2009,Capcom,0.29,61.0,65.0
2481,Pirates of the Caribbean,Role-Playing,2003,Ubisoft,0.29,65.0,74.0
2482,Outlaw Golf,Sports,2002,TDK Mediactive,0.29,72.0,69.0
2483,Dynasty Tactics,Strategy,2002,Tecmo Koei,0.29,79.0,81.0
2484,WinBack: Covert Operations,Shooter,2000,Midas Interactive Entertainment,0.29,66.0,77.0
2485,UEFA Euro 2016,Sports,2016,Konami Digital Entertainment,0.29,72.0,66.0
2486,Trauma Center: New Blood,Simulation,2007,Nintendo,0.29,77.0,80.0
2487,Earthworm Jim,Platform,2001,Interplay,0.29,72.0,57.0
2488,Zoo Tycoon 2 DS,Strategy,2008,THQ,0.29,60.0,54.0
2489,The Dukes of Hazzard: Return of the General Lee,Racing,2004,Ubisoft,0.29,52.0,70.0
2490,SimCity 4,Simulation,2003,Electronic Arts,0.29,84.0,87.0
2491,Sorcery,Action,2012,Sony Computer Entertainment,0.29,70.0,73.0
2492,Radiant Historia,Role-Playing,2010,Atlus,0.29,85.0,90.0
2493,Mega Man Legacy Collection,Platform,2016,Capcom,0.29,77.0,71.0
2494,Glory of Heracles,Role-Playing,2008,Nintendo,0.29,69.0,73.0
2495,Starhawk,Action,2012,Sony Computer Entertainment,0.29,77.0,78.0
2496,FlatOut: Head On,Racing,2008,Empire Interactive,0.29,74.0,82.0
2497,Shaun White Snowboarding: World Stage,Sports,2009,Ubisoft,0.29,72.0,87.0
2498,Tales of Phantasia,Role-Playing,2003,Nintendo,0.29,76.0,81.0
2499,Disgaea 5: Alliance of Vengeance,Role-Playing,2015,Nippon Ichi Software,0.29,80.0,81.0
2500,Ace Combat: Joint Assault,Simulation,2010,Namco Bandai Games,0.29,71.0,72.0
2501,Batman: The Brave and the Bold the Videogame,Action,2010,Warner Bros. Interactive Entertainment,0.29,74.0,80.0
2502,Ford Mustang: The Legend Lives,Racing,2005,Take-Two Interactive,0.29,58.0,73.0
2503,Feel the Magic XY/XX,Puzzle,2004,Sega,0.29,75.0,81.0
2504,Sonic Boom: Shattered Crystal,Action,2014,Sega,0.29,47.0,63.0
2505,Trace Memory,Adventure,2005,Nintendo,0.29,70.0,81.0
2506,Little King's Story,Strategy,2009,Rising Star Games,0.29,87.0,88.0
2507,Duel Masters: Sempai Legends,Misc,2003,Atari,0.29,69.0,80.0
2508,ExerBeat,Sports,2010,Namco Bandai Games,0.29,60.0,76.0
2509,Modnation Racers: Road Trip,Racing,2012,Sony Computer Entertainment,0.29,62.0,64.0
2510,NBA Live 16,Sports,2015,Electronic Arts,0.29,60.0,61.0
2511,Fight Club,Fighting,2004,Vivendi Games,0.29,37.0,47.0
2512,Mega Man X8,Platform,2004,Capcom,0.29,68.0,85.0
2513,Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,2005,Activision,0.28,68.0,81.0
2514,Summer Heat Beach Volleyball,Sports,2003,Acclaim Entertainment,0.28,65.0,77.0
2515,ATV Quad Power Racing 2,Racing,2003,Acclaim Entertainment,0.28,70.0,90.0
2516,NASCAR '14,Racing,2014,Deep Silver,0.28,67.0,51.0
2517,Dead or Alive,Fighting,1998,Sony Computer Entertainment,0.28,84.0,86.0
2518,Fable: The Journey,Role-Playing,2012,Microsoft Game Studios,0.28,61.0,48.0
2519,Assassin's Creed II: Discovery,Action,2009,Ubisoft,0.28,69.0,73.0
2520,Wild ARMs 5,Role-Playing,2006,505 Games,0.28,71.0,75.0
2521,Shin Megami Tensei: Strange Journey,Role-Playing,2009,Atlus,0.28,80.0,87.0
2522,Bass Strike,Sports,2001,THQ,0.28,57.0,58.0
2523,Street Hoops,Sports,2002,Activision,0.28,58.0,80.0
2524,Castlevania: Aria of Sorrow,Platform,2003,Konami Digital Entertainment,0.28,91.0,91.0
2525,Medieval Moves: Deadmund's Quest,Action,2011,Sony Computer Entertainment,0.28,61.0,65.0
2526,Assassin's Creed The Ezio Collection,Action,2016,Ubisoft,0.28,74.0,76.0
2527,Final Fantasy VI Advance,Role-Playing,2006,Nintendo,0.28,92.0,84.0
2528,Myst III: Exile,Adventure,2002,Ubisoft,0.28,57.0,70.0
2529,Dragon Ball GT: Transformation,Action,2005,Atari,0.28,69.0,82.0
2530,Silent Hill 2: Restless Dreams,Action,2001,Konami Digital Entertainment,0.28,84.0,83.0
2531,Backyard Wrestling 2: There Goes the Neighborhood,Fighting,2004,Eidos Interactive,0.28,46.0,47.0
2532,Mega Man ZX,Platform,2006,Capcom,0.28,76.0,83.0
2533,Kenka Bancho: Badass Rumble,Action,2008,Spike,0.28,70.0,75.0
2534,R: Racing Evolution,Racing,2003,Namco Bandai Games,0.28,66.0,62.0
2535,Dynasty Warriors 8: Empires,Action,2014,Tecmo Koei,0.28,70.0,75.0
2536,Quantum Theory,Shooter,2010,Tecmo Koei,0.28,43.0,53.0
2537,Monster 4x4: Masters of Metal,Racing,2003,Ubisoft,0.28,48.0,83.0
2538,Mister Mosquito,Shooter,2001,Eidos Interactive,0.28,65.0,49.0
2539,MLB Power Pros 2008,Sports,2008,Konami Digital Entertainment,0.28,79.0,87.0
2540,NPPL: Championship Paintball 2009,Shooter,2008,Activision Value,0.28,45.0,74.0
2541,NFL Blitz Pro,Sports,2003,Midway Games,0.28,73.0,85.0
2542,NFL Blitz 20-02,Sports,2002,Midway Games,0.28,76.0,89.0
2543,Shadow Hearts,Role-Playing,2001,Midway Games,0.28,73.0,88.0
2544,Kung Fu Chaos,Fighting,2003,Microsoft Game Studios,0.28,68.0,85.0
2545,NES Remix,Action,2014,Nintendo,0.28,71.0,71.0
2546,Chromehounds,Simulation,2006,Sega,0.28,71.0,70.0
2547,Arcania: Gothic 4,Role-Playing,2010,JoWood Productions,0.28,64.0,52.0
2548,Virtua Fighter 5 Online,Fighting,2007,Sega,0.28,89.0,76.0
2549,DeathSmiles,Shooter,2009,Rising Star Games,0.28,76.0,84.0
2550,Bionicle Heroes,Shooter,2006,Eidos Interactive,0.27999999999999997,72.0,64.0
2551,Big Mutha Truckers 2,Racing,2005,['Empire Interactive' 'Xplosiv'],0.27,51.0,34.0
2552,My Japanese Coach,Misc,2008,Ubisoft,0.27,59.0,67.0
2553,Evil Dead: Hail to the King,Adventure,2000,THQ,0.27,51.0,60.0
2554,Fullmetal Alchemist 2: Curse of the Crimson Elixir,Role-Playing,2004,Square Enix,0.27,67.0,84.0
2555,Battlestations: Midway,Strategy,2007,Eidos Interactive,0.27,76.0,73.0
2556,MotionSports: Adrenaline,Sports,2011,Ubisoft,0.27,41.0,74.0
2557,World Poker Tour,Misc,2005,Take-Two Interactive,0.27,63.0,86.0
2558,Tropico 4,Strategy,2011,Kalypso Media,0.27,78.0,77.0
2559,Dave Mirra Freestyle BMX: Maximum Remix,Sports,2001,Acclaim Entertainment,0.27,67.0,81.0
2560,RollerCoaster Tycoon 3,Strategy,2004,Atari,0.27,81.0,50.0
2561,Duel Masters,Strategy,2004,Atari,0.27,66.0,83.0
2562,Athens 2004,Sports,2004,Sony Computer Entertainment,0.27,61.0,72.0
2563,RalliSport Challenge 2,Racing,2004,Microsoft Game Studios,0.27,87.0,91.0
2564,Transformers: Cybertron Adventures,Action,2010,Activision,0.27,41.0,65.0
2565,InuYasha: Feudal Combat,Fighting,2005,Namco Bandai Games,0.27,52.0,83.0
2566,Tornado Outbreak,Action,2009,Konami Digital Entertainment,0.27,71.0,82.0
2567,Whirl Tour,Sports,2002,['Crave Entertainment' 'Vivendi Games'],0.27,61.0,90.0
2568,WWE Road to WrestleMania X8,Fighting,2002,THQ,0.27,73.0,75.0
2569,Rock Revolution,Misc,2008,Konami Digital Entertainment,0.27,38.0,51.0
2570,Digimon World 4,Role-Playing,2005,Atari,0.27,55.0,88.0
2571,Siren: Blood Curse,Action,2008,Sony Computer Entertainment,0.27,78.0,81.0
2572,MindJack,Shooter,2011,Square Enix,0.27,44.0,17.0
2573,WWII Aces,Simulation,2008,Destineer,0.27,41.0,54.0
2574,Indigo Prophecy,Adventure,2005,Atari,0.27,85.0,83.0
2575,X-Blades,Action,2009,SouthPeak Games,0.27,50.0,59.0
2576,Baten Kaitos: Eternal Wings and the Lost Ocean,Role-Playing,2003,Nintendo,0.27,80.0,90.0
2577,Aliens versus Predator: Extinction,Strategy,2003,Electronic Arts,0.27,66.0,84.0
2578,Legends of Wrestling,Fighting,2002,Acclaim Entertainment,0.27,65.0,68.0
2579,Pac-Pix,Puzzle,2005,Namco Bandai Games,0.27,71.0,71.0
2580,The King of Fighters XII,Fighting,2009,Ignition Entertainment,0.27,63.0,53.0
2581,The King of Fighters Collection: The Orochi Saga,Fighting,2006,Ignition Entertainment,0.27,67.0,85.0
2582,Shadow of Rome,Action,2005,Capcom,0.27,75.0,83.0
2583,NHL 2K11,Sports,2010,Take-Two Interactive,0.27,62.0,58.0
2584,Megamind: Ultimate Showdown,Action,2010,THQ,0.27,43.0,43.0
2585,Patapon 3,Misc,2011,Sony Computer Entertainment,0.27,74.0,72.0
2586,Ultimate NES Remix,Action,2014,Unknown,0.27,69.0,76.0
2587,Tao Feng: Fist of the Lotus,Fighting,2003,Microsoft Game Studios,0.27,65.0,65.0
2588,Record of Agarest War,Role-Playing,2008,['Compile Heart' 'Ghostlight'],0.27,71.0,70.0
2589,Sing Party,Misc,2012,Nintendo,0.27,60.0,54.0
2590,Disney's Donald Duck: Goin' Quackers,Platform,2000,Ubisoft,0.26999999999999996,73.0,73.0
2591,Dragon Ball Z: Tenkaichi Tag Team,Fighting,2010,Namco Bandai Games,0.26,63.0,86.0
2592,Polarium,Puzzle,2004,Nintendo,0.26,73.0,84.0
2593,Resident Evil: Deadly Silence,Action,2006,Capcom,0.26,71.0,84.0
2594,America's Test Kitchen: Let's Get Cooking,Simulation,2010,Nintendo,0.26,87.0,56.0
2595,MTX Mototrax,Racing,2004,Activision,0.26,77.0,81.0
2596,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,2005,Konami Digital Entertainment,0.26,58.0,70.0
2597,Super Monkey Ball Adventure,Platform,2006,Sega,0.26,56.0,72.0
2598,Deadly Premonition,Action,2010,Rising Star Games,0.26,68.0,82.0
2599,Oddworld: Stranger's Wrath,Adventure,2005,Electronic Arts,0.26,88.0,91.0
2600,Riding Spirits,Racing,2002,BAM! Entertainment,0.26,59.0,90.0
2601,Drakan: The Ancients' Gates,Adventure,2002,Sony Computer Entertainment,0.26,78.0,90.0
2602,Power Gig: Rise of the SixString,Misc,2010,Unknown,0.26,36.0,21.0
2603,Tropico 3,Strategy,2009,Kalypso Media,0.26,79.0,81.0
2604,MLB SlugFest 2006,Sports,2006,Midway Games,0.26,56.0,75.0
2605,Rune: Viking Warlord,Action,2001,Take-Two Interactive,0.26,53.0,73.0
2606,Outlaw Volleyball,Sports,2003,TDK Mediactive,0.26,77.0,84.0
2607,Etrian Odyssey Untold: The Millennium Girl,Role-Playing,2013,Atlus,0.26,80.0,82.0
2608,Nancy Drew: The Mystery of the Clue Bender Society,Adventure,2008,Codemasters,0.26,46.0,36.0
2609,Bust A Groove 2,Misc,1999,Enix Corporation,0.26,66.0,89.0
2610,Puppeteer,Platform,2013,Sony Computer Entertainment Europe,0.26,80.0,85.0
2611,Leisure Suit Larry: Box Office Bust,Adventure,2009,Codemasters,0.26,25.0,25.0
2612,NHL Hitz Pro,Sports,2003,Midway Games,0.26,81.0,89.0
2613,King of Fighters: Maximum Impact,Fighting,2004,Ignition Entertainment,0.26,64.0,69.0
2614,Dynasty Warriors 7: Xtreme Legends,Action,2011,Tecmo Koei,0.26,64.0,78.0
2615,Geometry Wars: Galaxies,Shooter,2007,Vivendi Games,0.26,80.0,82.0
2616,Atelier Ayesha: The Alchemist of Dusk,Role-Playing,2012,Tecmo Koei,0.26,70.0,66.0
2617,Ford Racing 3,Racing,2004,Take-Two Interactive,0.26,50.0,66.0
2618,Formula One 2001,Racing,2001,Sony Computer Entertainment,0.26,73.0,60.0
2619,NBA ShootOut 2004,Sports,2003,Sony Computer Entertainment,0.26,58.0,78.0
2620,Second Sight,Adventure,2004,Codemasters,0.26,77.0,85.0
2621,Sphinx and the Cursed Mummy,Action,2003,THQ,0.26,79.0,91.0
2622,ExciteBots: Trick Racing,Racing,2009,Nintendo,0.26,77.0,86.0
2623,NCIS,Adventure,2011,Ubisoft,0.26,50.0,47.0
2624,Evolution Skateboarding,Sports,2002,Konami Digital Entertainment,0.26,44.0,67.0
2625,Tokyo Jungle,Action,2012,Sony Computer Entertainment,0.26,74.0,84.0
2626,Armored Core: Nexus,Simulation,2004,Indie Games,0.26,73.0,87.0
2627,Etrian Odyssey II: Heroes of Lagaard,Role-Playing,2008,Atlus,0.26,82.0,89.0
2628,Naruto: Ultimate Ninja Heroes,Fighting,2006,Namco Bandai Games,0.26,70.0,66.0
2629,Castlevania: Harmony of Dissonance,Platform,2002,Konami Digital Entertainment,0.26,87.0,82.0
2630,Suikoden Tierkreis,Role-Playing,2008,Konami Digital Entertainment,0.26,76.0,74.0
2631,Tearaway Unfolded,Platform,2015,Sony Computer Entertainment,0.26,81.0,81.0
2632,Vietcong: Purple Haze,Shooter,2004,Gathering of Developers,0.26,57.0,84.0
2633,Lowrider,Misc,2002,Pacific Century Cyber Works,0.26,46.0,84.0
2634,Legaia 2: Duel Saga,Role-Playing,2001,Eidos Interactive,0.26,67.0,84.0
2635,Final Fantasy V Advance,Role-Playing,2006,Nintendo,0.26,83.0,72.0
2636,Rayman DS,Platform,2005,Ubisoft,0.26,58.0,76.0
2637,Shin Megami Tensei: Devil Survivor,Role-Playing,2009,Atlus,0.26,84.0,88.0
2638,Panzer Dragoon Orta,Shooter,2002,Sega,0.26,90.0,85.0
2639,The Suffering: Ties That Bind,Action,2005,Midway Games,0.26,76.0,91.0
2640,Inazuma Eleven Strikers,Role-Playing,2011,Nintendo,0.26,59.0,79.0
2641,Fish Tycoon,Simulation,2007,Majesco Entertainment,0.26,46.0,70.0
2642,Pirates of the Caribbean: The Legend of Jack Sparrow,Adventure,2006,Ubisoft,0.25,51.0,75.0
2643,Surfing H3O,Sports,2000,Take-Two Interactive,0.25,46.0,46.0
2644,PlayStation VR Worlds,Misc,2016,Sony Computer Entertainment,0.25,59.0,71.0
2645,Eat Lead: The Return of Matt Hazard,Shooter,2009,D3Publisher,0.25,53.0,70.0
2646,TV Superstars,Misc,2010,Sony Computer Entertainment,0.25,56.0,49.0
2647,Ultimate Fighting Championship,Fighting,2000,Ubisoft,0.25,53.0,74.0
2648,Don King Presents: Prizefighter,Sports,2008,Take-Two Interactive,0.25,56.0,64.0
2649,L.A. Noire: The Complete Edition,Adventure,2011,Take-Two Interactive,0.25,83.0,79.0
2650,Commandos 2: Men of Courage,Strategy,2002,Eidos Interactive,0.25,67.0,84.0
2651,The Powerpuff Girls: Chemical X-Traction,Action,2001,BAM! Entertainment,0.25,30.0,63.0
2652,Billy Hatcher and the Giant Egg,Platform,2003,Sega,0.25,71.0,87.0
2653,Metroid Prime Pinball,Misc,2005,Nintendo,0.25,79.0,79.0
2654,Silent Hunter 5: Battle of the Atlantic,Simulation,2010,Ubisoft,0.25,62.0,35.0
2655,Bomberman Generation,Adventure,2002,Vivendi Games,0.25,81.0,85.0
2656,Amped 2,Sports,2003,Microsoft Game Studios,0.25,80.0,77.0
2657,The Legend of Legacy,Role-Playing,2015,FuRyu,0.25,67.0,71.0
2658,The Outfit,Action,2006,THQ,0.25,70.0,75.0
2659,Anno 2205,Strategy,2015,Ubisoft,0.25,72.0,59.0
2660,Men of Valor,Shooter,2004,Vivendi Games,0.25,73.0,80.0
2661,Devil Kings,Action,2005,Capcom,0.25,64.0,74.0
2662,WipEout Fusion,Racing,2002,Sony Computer Entertainment,0.25,83.0,85.0
2663,Final Fantasy XI: Chains of Promathia,Role-Playing,2004,Square Enix,0.25,77.0,80.0
2664,RoadKill,Action,2003,Midway Games,0.25,71.0,79.0
2665,Blitz: The League II,Sports,2008,Midway Games,0.25,68.0,75.0
2666,MotoGP '07,Racing,2007,THQ,0.25,78.0,73.0
2667,NBA Courtside 2002,Sports,2002,Nintendo,0.25,71.0,74.0
2668,WipEout XL,Racing,1996,Psygnosis,0.25,93.0,87.0
2669,Worms 3D,Strategy,2003,Sega,0.25,70.0,84.0
2670,Medal of Honor European Assault,Shooter,2005,Electronic Arts,0.25,71.0,79.0
2671,NFL Head Coach 09,Sports,2008,Electronic Arts,0.25,67.0,84.0
2672,America's Army: Rise of a Soldier,Shooter,2005,Ubisoft,0.25,70.0,74.0
2673,Grandia,Role-Playing,1999,Ubisoft,0.25,89.0,66.0
2674,Super Street Fighter II: Turbo Revival,Fighting,2001,Ubisoft,0.25,84.0,74.0
2675,Sid Meier's Civilization VI,Strategy,2016,Take-Two Interactive,0.25,88.0,73.0
