,Name,Genre,Year_of_Release,Publisher,Global_Sales,Critic_Score,User_Score
1301,Mario Tennis Open,Sports,2012,Nintendo,0.95,69.0,69.0
1302,World Championship Poker,Misc,2004,Play It,0.95,60.0,77.0
1303,Tak 2: The Staff of Dreams,Platform,2004,THQ,0.95,75.0,86.0
1304,My Weight Loss Coach,Sports,2008,Ubisoft,0.95,63.0,76.0
1305,Baldur's Gate: Dark Alliance II,Role-Playing,2004,['Acclaim Entertainment' 'Interplay'],0.9400000000000001,78.0,87.0
1306,Angry Birds Star Wars,Strategy,2013,Activision,0.9400000000000001,59.0,69.0
1307,Pro Evolution Soccer 2016,Sports,2015,Konami Digital Entertainment,0.9400000000000001,87.0,71.0
1308,Castlevania: Lament of Innocence,Action,2003,Konami Digital Entertainment,0.94,79.0,84.0
1309,Star Wars: Jedi Starfighter,Simulation,2002,Activision,0.94,81.0,83.0
1310,Bully,Action,2006,Take-Two Interactive,0.94,87.0,91.0
1311,Star Fox 64 3D,Shooter,2011,Nintendo,0.94,81.0,82.0
1312,Phantasy Star Portable,Role-Playing,2008,Sega,0.94,64.0,78.0
1313,Kill.Switch,Shooter,2003,['Namco Bandai Games' 'Sony Computer Entertainment'],0.94,75.0,83.0
1314,Killzone,Shooter,2004,Sony Computer Entertainment,0.94,70.0,74.0
1315,Charlie and the Chocolate Factory,Adventure,2005,Global Star,0.9399999999999998,39.0,41.0
1316,Build-A-Bear Workshop,Simulation,2007,Game Factory,0.93,61.0,48.0
1317,Red Faction: Armageddon,Shooter,2011,THQ,0.93,75.0,73.0
1318,Kingdom Hearts Re:coded,Role-Playing,2010,Square Enix,0.93,66.0,70.0
1319,Legends of WrestleMania,Fighting,2009,THQ,0.93,71.0,65.0
1320,Kirby: Planet Robobot,Action,2016,Nintendo,0.93,81.0,87.0
1321,Dungeon Siege III,Role-Playing,2011,Square Enix,0.93,72.0,63.0
1322,SingStar Abba,Misc,2008,Sony Computer Entertainment,0.93,70.0,55.0
1323,White Knight Chronicles: International Edition,Role-Playing,2008,Sony Computer Entertainment,0.93,64.0,75.0
1324,Wipeout: In The Zone,Misc,2011,Activision,0.93,39.0,56.0
1325,MLB 10: The Show,Sports,2010,Sony Computer Entertainment,0.9299999999999999,91.0,83.0
1326,Sengoku Basara: Samurai Heroes,Action,2010,Capcom,0.9299999999999999,65.0,88.0
1327,BlazBlue: Calamity Trigger,Fighting,2009,PQube,0.9299999999999999,87.0,85.0
1328,ESPN NFL Football,Sports,2003,Sega,0.92,91.0,89.0
1329,Blue Dragon,Role-Playing,2006,Microsoft Game Studios,0.92,79.0,78.0
1330,007: The World is not Enough,Action,2000,Electronic Arts,0.92,61.0,67.0
1331,The Incredible Hulk: Ultimate Destruction,Action,2005,Vivendi Games,0.92,84.0,91.0
1332,MLB 15: The Show,Sports,2015,Sony Computer Entertainment,0.92,80.0,78.0
1333,Disney Magical World,Adventure,2013,Nintendo,0.92,71.0,75.0
1334,Wii Play: Motion,Misc,2011,Nintendo,0.92,60.0,61.0
1335,Phoenix Wright: Ace Attorney,Adventure,2005,Capcom,0.92,81.0,92.0
1336,Major League Baseball 2K8,Sports,2008,Bethesda Softworks,0.9199999999999999,70.0,59.0
1337,FIFA Soccer 2004,Sports,2003,Electronic Arts,0.9100000000000001,83.0,82.0
1338,Harvest Moon 3D: A New Beginning,Action,2012,Marvelous Entertainment,0.91,74.0,82.0
1339,From Russia With Love,Action,2005,Electronic Arts,0.91,71.0,88.0
1340,Colin McRae Rally 2.0,Racing,2000,Codemasters,0.91,90.0,87.0
1341,Xenoblade Chronicles,Role-Playing,2010,Nintendo,0.91,92.0,89.0
1342,Tokyo Xtreme Racer 3,Racing,2003,Genki,0.91,63.0,89.0
1343,XIII,Shooter,2003,Ubisoft,0.9099999999999999,74.0,86.0
1344,Dragon Ball: Xenoverse 2,Action,2016,Namco Bandai Games,0.9099999999999999,73.0,78.0
1345,NHL 06,Sports,2005,Electronic Arts,0.9099999999999999,79.0,93.0
1346,Dragon Ball Z: Sagas,Fighting,2005,Atari,0.9099999999999999,51.0,66.0
1347,Pinball Hall of Fame: The Williams Collection,Misc,2008,Crave Entertainment,0.9099999999999999,83.0,88.0
1348,Hot Shots Tennis,Sports,2006,Sony Computer Entertainment,0.9,70.0,81.0
1349,Tiger Woods PGA Tour 2002,Sports,2002,Electronic Arts,0.9,80.0,76.0
1350,Viewtiful Joe,Action,2003,Capcom,0.9,93.0,85.0
1351,The Incredible Hulk,Action,2008,Sega,0.9,55.0,68.0
1352,NASCAR 06: Total Team Control,Racing,2005,Electronic Arts,0.9,79.0,77.0
1353,The Hobbit,Platform,2003,Vivendi Games,0.9,67.0,92.0
1354,MLB 2005,Sports,2004,Sony Computer Entertainment,0.9,78.0,76.0
1355,Lost Odyssey,Role-Playing,2007,Microsoft Game Studios,0.9,78.0,83.0
1356,NieR,Role-Playing,2010,Square Enix,0.8999999999999999,68.0,84.0
1357,Fossil Fighters,Role-Playing,2008,Nintendo,0.89,70.0,79.0
1358,Resistance: Retribution,Shooter,2009,Sony Computer Entertainment,0.89,81.0,81.0
1359,NFL 2K2,Sports,2001,Sega,0.89,85.0,75.0
1360,Fire Emblem: The Sacred Stones,Strategy,2004,Nintendo,0.89,85.0,91.0
1361,Finding Nemo,Action,2003,THQ,0.89,62.0,55.0
1362,SOCOM 4: U.S. Navy SEALs,Shooter,2011,Sony Computer Entertainment,0.89,67.0,63.0
1363,Ace Combat 2,Simulation,1997,Sony Computer Entertainment,0.89,83.0,82.0
1364,FIFA Soccer 09 All-Play,Sports,2008,Electronic Arts,0.89,80.0,84.0
1365,Killzone: Liberation,Shooter,2006,Sony Computer Entertainment,0.89,77.0,83.0
1366,Classic NES Series: The Legend of Zelda,Adventure,2004,Nintendo,0.89,84.0,86.0
1367,Castlevania: Circle of the Moon,Platform,2001,Konami Digital Entertainment,0.89,91.0,85.0
1368,Phineas and Ferb: Across the 2nd Dimension,Action,2011,Disney Interactive Studios,0.8899999999999999,76.0,83.0
1369,F.E.A.R.,Shooter,2007,Vivendi Games,0.8800000000000001,85.0,74.0
1370,Sonic Chronicles: The Dark Brotherhood,Role-Playing,2008,Sega,0.88,74.0,73.0
1371,Sonic Lost World,Platform,2013,Sega,0.88,63.0,73.0
1372,The Tomb Raider Trilogy,Action,2011,Square Enix,0.88,78.0,81.0
1373,Dragon's Crown,Role-Playing,2013,Nippon Ichi Software,0.88,82.0,84.0
1374,Freedom Fighters,Shooter,2003,Electronic Arts,0.88,83.0,84.0
1375,Monster 4X4: World Circuit,Racing,2006,Ubisoft,0.88,51.0,78.0
1376,Samba De Amigo,Misc,2008,Sega,0.88,68.0,81.0
1377,Dissidia 012: Duodecim Final Fantasy,Fighting,2011,Square Enix,0.88,78.0,83.0
1378,Terminator Salvation,Shooter,2009,Warner Bros. Interactive Entertainment,0.88,48.0,50.0
1379,Tom Clancy's Ghost Recon: Island Thunder,Shooter,2003,Ubisoft,0.87,81.0,88.0
1380,Crimson Skies: High Road to Revenge,Simulation,2003,Microsoft Game Studios,0.87,88.0,88.0
1381,Cooking Mama: World Kitchen,Simulation,2008,505 Games,0.87,62.0,49.0
1382,Spec Ops: Ranger Elite,Shooter,2001,TalonSoft,0.87,48.0,66.0
1383,Phantasy Star Portable 2,Role-Playing,2009,Sega,0.87,69.0,81.0
1384,Kingdom Hearts Re: Chain of Memories,Role-Playing,2008,Square Enix,0.87,68.0,72.0
1385,Vagrant Story,Role-Playing,2000,Crave Entertainment,0.87,92.0,83.0
1386,LittleBigPlanet Karting,Action,2012,Sony Computer Entertainment,0.87,73.0,69.0
1387,Thrillville,Strategy,2006,Atari,0.8600000000000001,72.0,29.0
1388,One Piece: Unlimited World Red,Action,2013,Namco Bandai Games,0.8600000000000001,75.0,78.0
1389,Ford Racing,Racing,2001,Empire Interactive,0.86,53.0,58.0
1390,WWE 2K17,Sports,2016,Take-Two Interactive,0.86,69.0,69.0
1391,Lemmings,Puzzle,2006,Sony Computer Entertainment,0.86,76.0,79.0
1392,Endless Ocean: Blue World,Simulation,2009,Nintendo,0.86,76.0,85.0
1393,Persona 4: Arena,Fighting,2012,Atlus,0.86,86.0,77.0
1394,Dynasty Warriors 4: Xtreme Legends,Action,2003,Tecmo Koei,0.86,72.0,91.0
1395,Virtua Tennis 4,Sports,2011,Sega,0.8500000000000001,70.0,75.0
1396,NHL 09,Sports,2008,Electronic Arts,0.8500000000000001,88.0,84.0
1397,Alpha Protocol,Role-Playing,2010,Sega,0.8500000000000001,72.0,75.0
1398,Rock Band 4,Misc,2015,Harmonix Music Systems,0.85,79.0,64.0
1399,The Legendary Starfy,Platform,2008,Nintendo,0.85,75.0,84.0
1400,Wii Fit U,Sports,2013,Nintendo,0.85,72.0,77.0
1401,The Darkness II,Shooter,2012,Take-Two Interactive,0.85,80.0,76.0
1402,The House of the Dead: Overkill,Shooter,2009,Sega,0.85,78.0,87.0
1403,Street Fighter EX3,Fighting,2000,Virgin Interactive,0.85,64.0,79.0
1404,Worms: Open Warfare,Strategy,2006,THQ,0.85,70.0,70.0
1405,MLB 13: The Show,Sports,2013,Sony Computer Entertainment,0.85,87.0,78.0
1406,Ninja Gaiden Sigma 2,Action,2009,Ubisoft Annecy,0.85,83.0,77.0
1407,Guitar Hero: Van Halen,Misc,2009,Activision,0.8400000000000001,59.0,58.0
1408,Test Drive Unlimited,Racing,2007,Atari,0.8400000000000001,82.0,81.0
1409,Transformers: Fall of Cybertron,Action,2012,Activision,0.8400000000000001,79.0,83.0
1410,F1 2013,Racing,2013,Codemasters,0.8400000000000001,79.0,66.0
1411,Rogue Galaxy,Role-Playing,2005,Sony Computer Entertainment,0.84,83.0,84.0
1412, Tales of Xillia 2,Role-Playing,2012,Namco Bandai Games,0.84,71.0,79.0
1413,Ty the Tasmanian Tiger 2: Bush Rescue,Platform,2004,Electronic Arts,0.84,71.0,88.0
1414,Metroid: Zero Mission,Adventure,2004,Nintendo,0.84,89.0,90.0
1415,Xenoblade Chronicles X,Role-Playing,2015,Nintendo,0.84,84.0,89.0
1416,Naughty Bear,Action,2010,505 Games,0.8300000000000001,43.0,56.0
1417,SimAnimals,Simulation,2009,Electronic Arts,0.8300000000000001,70.0,75.0
1418,2002 FIFA World Cup,Sports,2002,Electronic Arts,0.8300000000000001,79.0,90.0
1419,G-Force,Action,2009,Disney Interactive Studios,0.8300000000000001,69.0,80.0
1420,Lizzie McGuire 2: Lizzie Diaries,Action,2004,Disney Interactive Studios,0.83,57.0,50.0
1421,Brute Force,Shooter,2003,Microsoft Game Studios,0.83,77.0,78.0
1422,Madden NFL 09 All-Play,Sports,2008,Electronic Arts,0.83,82.0,72.0
1423,Dynasty Warriors 2,Action,2000,THQ,0.83,75.0,88.0
1424,Time Crisis 4,Shooter,2007,Namco Bandai Games,0.83,60.0,74.0
1425,Sly 3: Honor Among Thieves,Platform,2005,Sony Computer Entertainment,0.83,83.0,88.0
1426,Enemy Territory: Quake Wars,Shooter,2008,Activision,0.8200000000000001,84.0,83.0
1427,Viking: Battle for Asgard,Action,2008,Sega,0.8200000000000001,68.0,80.0
1428,Fist of the North Star: Ken's Rage,Action,2010,Ubisoft Annecy,0.8200000000000001,60.0,73.0
1429,Tom Clancy's HAWX 2,Action,2010,Ubisoft,0.8200000000000001,70.0,68.0
1430,Amped: Freestyle Snowboarding,Sports,2001,Microsoft Game Studios,0.82,78.0,90.0
1431,Harvest Moon: Tree of Tranquility,Simulation,2007,Rising Star Games,0.82,65.0,82.0
1432,Tony Hawk's Underground 2 Remix,Sports,2005,Activision,0.82,83.0,80.0
1433,Shin Megami Tensei: Persona 4,Role-Playing,2008,Atlus,0.82,90.0,89.0
1434,The Legend of Zelda: Four Swords Adventures,Action,2004,Nintendo,0.81,86.0,72.0
1435,Street Fighter Anniversary Collection,Fighting,2004,Capcom,0.81,79.0,87.0
1436,ESPN NBA Basketball,Sports,2003,Sega,0.81,89.0,84.0
1437,NCAA March Madness 2005,Sports,2004,Electronic Arts,0.81,80.0,83.0
1438,Tales of Destiny II,Role-Playing,2000,Namco Bandai Games,0.81,78.0,87.0
1439,Patapon,Misc,2007,Sony Computer Entertainment,0.81,86.0,87.0
1440,Valkyrie Profile,Role-Playing,1999,Enix Corporation,0.81,81.0,88.0
1441,Dance Central 3,Misc,2012,Microsoft Game Studios,0.81,86.0,80.0
1442,Batman: Vengeance,Adventure,2001,Ubisoft,0.81,70.0,67.0
1443,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,2005,Disney Interactive Studios,0.81,72.0,84.0
1444,Tom Clancy's Rainbow Six: Lockdown,Shooter,2005,Ubisoft,0.81,74.0,78.0
1445,MediEvil: Resurrection,Adventure,2005,Sony Computer Entertainment,0.81,66.0,87.0
1446,Shrek SuperSlam,Action,2005,Activision,0.8099999999999999,71.0,93.0
1447,TRON: Evolution,Action,2010,Disney Interactive Studios,0.8,58.0,62.0
1448,SimCity Creator,Simulation,2008,Electronic Arts,0.8,69.0,73.0
1449,Killzone: Mercenary,Shooter,2013,Sony Computer Entertainment Europe,0.8,78.0,89.0
1450,Delta Force: Black Hawk Down,Shooter,2005,NovaLogic,0.8,61.0,88.0
1451,The Matrix: Path of Neo,Action,2005,Atari,0.8,73.0,79.0
1452,Final Fantasy Anthology,Role-Playing,1999,Square EA,0.8,80.0,81.0
1453,Yakuza,Action,2005,Sega,0.8,75.0,82.0
1454,Ben 10: Alien Force,Action,2008,Koch Media,0.8,45.0,78.0
1455,Star Wars Rogue Squadron III: Rebel Strike,Simulation,2003,LucasArts,0.8,75.0,76.0
1456,Disney Sing It,Misc,2008,Disney Interactive Studios,0.8,54.0,52.0
1457,Professor Layton vs Phoenix Wright: Ace Attorney,Puzzle,2012,Level 5,0.8,79.0,85.0
1458,Crash: Twinsanity,Platform,2004,Vivendi Games,0.79,66.0,87.0
1459,Sly Cooper: Thieves in Time,Platform,2013,Sony Computer Entertainment Europe,0.79,75.0,83.0
1460,Worms: Open Warfare 2,Strategy,2007,THQ,0.79,81.0,91.0
1461,Invizimals,Strategy,2009,Sony Computer Entertainment,0.79,69.0,73.0
1462,Rory McIlroy PGA Tour,Action,2015,Electronic Arts,0.79,61.0,43.0
1463,NASCAR 2011: The Game,Racing,2011,Activision,0.79,62.0,41.0
1464,Harvest Moon: A Wonderful Life,Role-Playing,2003,Ubisoft,0.79,79.0,89.0
1465,Star Ocean: The Last Hope,Role-Playing,2009,Square Enix,0.79,72.0,72.0
1466,Armored Core 2,Simulation,2000,Ubisoft,0.79,78.0,84.0
1467,Oddworld: Munch's Oddysee,Platform,2001,['Atari' 'THQ'],0.79,80.0,87.0
1468,Motocross Mania,Racing,2001,Take-Two Interactive,0.79,34.0,53.0
1469,Rare Replay,Misc,2015,Microsoft Game Studios,0.79,84.0,77.0
1470,Warriors Orochi 3,Action,2011,Ubisoft Annecy,0.78,71.0,81.0
1471,Too Human,Role-Playing,2008,Microsoft Game Studios,0.78,65.0,70.0
1472,Drawn to Life,Action,2007,THQ,0.78,73.0,82.0
1473,The World Ends With You,Role-Playing,2007,Square Enix,0.78,88.0,89.0
1474,Golden Sun: Dark Dawn,Role-Playing,2010,Nintendo,0.78,79.0,81.0
1475,Star Wars The Clone Wars: Jedi Alliance,Action,2008,LucasArts,0.78,68.0,78.0
1476,Silent Hill: Downpour,Action,2012,Konami Digital Entertainment,0.78,68.0,73.0
1477,NFL GameDay 2002,Sports,2001,Sony Computer Entertainment,0.78,62.0,88.0
1478,Metro 2033,Shooter,2010,THQ,0.78,81.0,81.0
1479,All-Star Baseball 2002,Sports,2001,Acclaim Entertainment,0.78,77.0,76.0
1480,Maximo: Ghosts to Glory,Platform,2001,Capcom,0.77,84.0,87.0
1481,NCAA March Madness 07,Sports,2007,Electronic Arts,0.77,67.0,86.0
1482,Star Wars Episode II: Attack of the Clones,Action,2002,THQ,0.77,38.0,50.0
1483,Puzzle Quest: Challenge of the Warlords,Puzzle,2007,D3Publisher,0.77,84.0,87.0
1484,Donkey Kong Country 3,Platform,2005,Nintendo,0.77,77.0,84.0
1485,Ghost Squad,Shooter,2007,Sega,0.77,69.0,75.0
1486,MadWorld,Action,2009,Sega,0.77,81.0,86.0
1487,Pokemon Dash,Racing,2004,Nintendo,0.77,46.0,59.0
1488,Perfect Dark Zero,Shooter,2005,Microsoft Game Studios,0.77,81.0,73.0
1489,Lips,Misc,2008,Microsoft Game Studios,0.77,71.0,74.0
1490,Robotech: Battlecry,Shooter,2002,TDK Mediactive,0.77,74.0,85.0
1491,Backyard Wrestling: Don't Try This at Home,Fighting,2003,Eidos Interactive,0.77,51.0,78.0
1492,Twisted Metal: Head On,Action,2005,Sony Computer Entertainment,0.77,79.0,82.0
1493,Lords of the Fallen,Role-Playing,2014,Square Enix,0.77,73.0,69.0
1494,Brothers In Arms: Earned in Blood,Shooter,2005,Ubisoft,0.77,85.0,86.0
1495,Unlimited Saga,Role-Playing,2002,Atari,0.77,45.0,30.0
1496,Marvel Super Hero Squad,Fighting,2009,THQ,0.77,61.0,62.0
1497,Eternal Sonata,Role-Playing,2008,Atari,0.76,80.0,79.0
1498,Shrek the Third,Action,2007,Activision,0.76,57.0,67.0
1499,That's So Raven,Adventure,2004,Disney Interactive Studios,0.76,39.0,76.0
1500,Syphon Filter: The Omega Strain,Shooter,2004,Sony Computer Entertainment,0.76,65.0,69.0
1501,Metroid Prime Hunters,Shooter,2006,Nintendo,0.76,85.0,80.0
1502,Def Jam Icon,Action,2007,Electronic Arts,0.76,69.0,63.0
1503,Bayonetta 2,Action,2014,Nintendo,0.76,91.0,82.0
1504,ISS Pro Evolution,Sports,1998,Konami Digital Entertainment,0.76,94.0,87.0
1505,NASCAR 08,Racing,2007,Electronic Arts,0.76,59.0,82.0
1506,Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,2004,Konami Digital Entertainment,0.76,49.0,78.0
1507,Capcom vs. SNK 2: Mark of the Millennium 2001,Fighting,2001,Capcom,0.75,81.0,79.0
1508,Jaws Unleashed,Action,2006,THQ,0.75,52.0,75.0
1509,MLB 11: The Show,Sports,2011,Sony Computer Entertainment,0.75,90.0,78.0
1510,Zone of the Enders,Shooter,2001,Konami Digital Entertainment,0.75,78.0,74.0
1511,Split/Second,Racing,2010,Disney Interactive Studios,0.75,82.0,82.0
1512,Mega Man X5,Platform,2000,Capcom,0.75,76.0,89.0
1513,Conflict: Vietnam,Shooter,2004,SCi,0.75,60.0,81.0
1514,Coded Arms,Shooter,2005,Konami Digital Entertainment,0.75,59.0,65.0
1515,Resident Evil: Revelations 2,Action,2015,Capcom,0.75,75.0,78.0
1516,Skate it,Sports,2008,Electronic Arts,0.75,72.0,84.0
1517,NBA 06,Sports,2005,Sony Computer Entertainment,0.75,72.0,63.0
1518,Professor Layton and the Azran Legacy,Puzzle,2013,Nintendo,0.75,81.0,79.0
1519,Genji: Days of the Blade,Action,2006,Sony Computer Entertainment,0.75,55.0,58.0
1520,Dynasty Warriors 8,Action,2013,Tecmo Koei,0.75,68.0,85.0
1521,Final Fantasy Tactics A2: Grimoire of the Rift,Role-Playing,2007,Square Enix,0.75,80.0,69.0
1522,Raving Rabbids: Travel in Time,Adventure,2010,Ubisoft,0.75,62.0,76.0
1523,PokePark 2: Wonders Beyond,Action,2011,Nintendo,0.75,60.0,70.0
1524,Fantastic Four: Rise of the Silver Surfer,Action,2007,Take-Two Interactive,0.7400000000000001,47.0,64.0
1525,Sword of Mana,Role-Playing,2003,Nintendo,0.74,72.0,83.0
1526,Area 51,Shooter,2005,Midway Games,0.74,75.0,84.0
1527,Rayman Arena,Racing,2001,Ubisoft,0.74,63.0,86.0
1528,F1 2014,Racing,2014,Codemasters,0.74,64.0,48.0
1529,Namco Museum Remix,Misc,2007,Atari,0.74,49.0,63.0
1530,Unreal Championship,Shooter,2002,Atari,0.74,83.0,82.0
1531,Spectrobes,Role-Playing,2007,Disney Interactive Studios,0.74,63.0,79.0
1532,Cabela's Big Game Hunter 2005 Adventures,Sports,2004,Activision,0.74,65.0,84.0
1533,BloodRayne,Shooter,2002,Universal Interactive,0.74,76.0,85.0
1534,MotoGP 08,Racing,2008,Capcom,0.74,68.0,60.0
1535,Mortal Kombat: Unchained,Fighting,2006,Midway Games,0.74,70.0,88.0
1536,How to Train Your Dragon,Action,2010,Activision,0.74,59.0,76.0
1537,Tales of Vesperia,Role-Playing,2008,Atari,0.74,79.0,82.0
1538,DC Universe Online,Role-Playing,2011,Sony Online Entertainment,0.74,72.0,74.0
1539,Way of the Samurai 3,Action,2008,Gamebridge,0.73,58.0,79.0
1540,Style Savvy: Trendsetters,Simulation,2012,Nintendo,0.73,76.0,80.0
1541,Harvest Moon: Animal Parade,Simulation,2008,Rising Star Games,0.73,76.0,89.0
1542,Shaun Palmer's Pro Snowboarder,Sports,2001,Codemasters,0.73,64.0,87.0
1543,FIFA Street 2,Sports,2006,Electronic Arts,0.73,63.0,77.0
1544,Classic NES Series: Donkey Kong,Platform,2004,Nintendo,0.73,55.0,48.0
1545,NHL 2K6,Sports,2005,Take-Two Interactive,0.73,83.0,75.0
1546,Major League Baseball 2K11,Sports,2011,Take-Two Interactive,0.73,74.0,68.0
1547,Secret Agent Clank,Platform,2009,Sony Computer Entertainment,0.73,72.0,78.0
1548,Katamari Damacy,Puzzle,2004,Namco Bandai Games,0.73,86.0,90.0
1549,NCAA March Madness 06,Sports,2005,Electronic Arts,0.73,78.0,91.0
1550,Alone in the Dark,Adventure,2008,Atari,0.73,58.0,57.0
1551,Secret Weapons Over Normandy,Simulation,2003,LucasArts,0.73,81.0,88.0
1552,Legacy of Kain: Defiance,Action,2003,Eidos Interactive,0.73,75.0,93.0
1553,G.I. Joe: The Rise of Cobra,Action,2009,Electronic Arts,0.73,50.0,75.0
1554,Star Wars: Republic Commando,Shooter,2005,['Activision' 'LucasArts'],0.7200000000000001,78.0,89.0
1555,Tiger Woods PGA Tour 14,Sports,2013,Electronic Arts,0.72,77.0,62.0
1556,Harvest Moon DS: Island of Happiness,Simulation,2007,Rising Star Games,0.72,65.0,70.0
1557,Super Monkey Ball Jr.,Puzzle,2002,Atari,0.72,82.0,86.0
1558,Total War: Rome II,Strategy,2013,Sega,0.72,76.0,42.0
1559,EA Sports MMA,Fighting,2010,Electronic Arts,0.72,79.0,70.0
1560,BlazBlue: Continuum Shift,Fighting,2010,PQube,0.72,87.0,87.0
1561,Dynasty Warriors: Gundam 3,Action,2010,Tecmo Koei,0.72,65.0,78.0
1562,Van Helsing,Action,2004,Activision,0.72,64.0,85.0
1563,Terminator 3: Rise of the Machines,Action,2003,Atari,0.72,38.0,63.0
1564,Persona Q: Shadow of the Labyrinth,Role-Playing,2014,Nippon Ichi Software,0.72,83.0,81.0
1565,Star Ocean: The Last Hope International,Role-Playing,2010,Square Enix,0.72,74.0,67.0
1566,X-Men: Mutant Academy 2,Fighting,2001,Activision,0.72,72.0,84.0
1567,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,2009,Square Enix,0.72,75.0,73.0
1568,Mobile Suit Gundam: Encounters in Space,Simulation,2003,Namco Bandai Games,0.72,66.0,85.0
1569,Kirby: Canvas Curse,Platform,2005,Nintendo,0.72,86.0,82.0
1570,Arena Football,Sports,2006,Electronic Arts,0.7100000000000001,66.0,86.0
1571,Silent Hill 3,Action,2003,Konami Digital Entertainment,0.71,85.0,88.0
1572,Power Rangers: Dino Thunder,Action,2004,THQ,0.71,49.0,62.0
1573,Resident Evil: Survivor,Action,2000,Eidos Interactive,0.71,39.0,70.0
1574,Crysis,Shooter,2007,Electronic Arts,0.71,91.0,80.0
1575,Godzilla: Destroy All Monsters Melee,Fighting,2002,Atari,0.71,73.0,78.0
1576,Juiced,Racing,2005,THQ,0.71,68.0,91.0
1577,Doom 3: Resurrection of Evil,Shooter,2005,Activision,0.71,77.0,79.0
1578,Virtua Fighter 4: Evolution,Fighting,2003,Sega,0.71,93.0,90.0
1579,Ace Attorney Investigations: Miles Edgeworth,Adventure,2009,Capcom,0.7,78.0,84.0
1580,Advance Wars,Strategy,2001,Nintendo,0.7,92.0,90.0
1581,Omerta: City of Gangsters,Simulation,2011,Konami Digital Entertainment,0.7,43.0,33.0
1582,SplashDown,Racing,2001,Atari,0.7,84.0,82.0
1583,FIFA Soccer,Sports,2012,Electronic Arts,0.7,79.0,77.0
1584,GRID 2,Racing,2013,Codemasters,0.7,82.0,66.0
1585,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Role-Playing,2007,Square Enix,0.7,65.0,59.0
1586,Bionicle,Action,2003,Electronic Arts,0.7,51.0,42.0
1587,Ape Escape: On the Loose,Platform,2005,Sony Computer Entertainment,0.7,66.0,64.0
1588,Star Wars: Obi-Wan,Action,2001,Activision,0.7,58.0,59.0
1589,Major League Baseball 2K10,Sports,2010,Take-Two Interactive,0.7,76.0,76.0
1590,Infinite Undiscovery,Role-Playing,2008,Square Enix,0.7,68.0,70.0
1591,Two Worlds,Role-Playing,2007,SouthPeak Games,0.7,50.0,55.0
1592,Mobile Suit Gundam: Journey to Jaburo,Simulation,2000,Namco Bandai Games,0.7,58.0,81.0
1593,Classic NES Series: Zelda II: The Adventure of Link,Adventure,2004,Nintendo,0.7,73.0,75.0
1594,Jade Empire,Role-Playing,2005,Microsoft Game Studios,0.7,89.0,86.0
1595,The Last Remnant,Role-Playing,2008,Square Enix,0.6900000000000001,66.0,83.0
1596,Halo 2 Multiplayer Map Pack,Shooter,2005,Microsoft Game Studios,0.69,89.0,74.0
1597,The Sims: Medieval,Simulation,2011,Electronic Arts,0.69,77.0,61.0
1598,Samurai Warriors 2,Action,2006,Tecmo Koei,0.69,58.0,88.0
1599,Hot Wheels: Stunt Track Challenge,Racing,2004,THQ,0.69,63.0,81.0
1600,MotionSports,Sports,2010,Ubisoft,0.69,40.0,44.0
1601,Trials Fusion,Racing,2014,Ubisoft,0.69,80.0,72.0
